,eventID,account_admin,account_dcadmin,account_user103,process_c:\windows\system32\hostname.exe,process_c:\windows\system32\ipconfig.exe,process_c:\windows\system32\netsh.exe,process_c:\windows\system32\netstat.exe,process_c:\windows\system32\ping.exe,process_c:\windows\system32\services.exe,process_c:\windows\system32\wbem\wmic.exe,process_c:\windows\system32\wbem\wmiprvse.exe,objectname_psexesvc,target_train
31182,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31183,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31184,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31185,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31186,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31187,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31189,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31190,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31191,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31192,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31199,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31200,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31204,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31205,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
33839,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
33840,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
33844,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33845,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33847,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33848,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33850,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33851,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33853,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33854,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33856,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33857,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33859,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33860,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33862,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33864,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33865,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33867,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33868,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33870,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33871,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
33873,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33875,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33876,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33878,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33880,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33881,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33883,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33884,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33886,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33887,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33889,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33890,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33892,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33893,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33895,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33896,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33898,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33899,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
33908,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
33909,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
33912,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
33913,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
33914,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
33921,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
33922,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
